Sample_ID,Kin,Mn,Family,Label_day,Control,Tissue_Type,Sample_Mass,EA_Mass,Percent_C,Delta_value,CN_Ratio,Recm_tips,Decm_tips,wetshootwt,wetrootwt,Root_wet_weight_removed,wetneedlewt,wetstemwt,dryneedlewt,drystemwt,dryrootwt,biomass,agbiomass,leafarea,stemlength,rVOL,branches,needles,areaperneedle,ECM Tips,wtpertip,subbranches,GROWTHRATE,dLA,dstemlength,dVOL,Al,B,C_total,Ca,Cu,Fe,K,Mg,Mn,Mo,N,Na,P,S,Zn,Wt_ICP,Health,,,,Recm_tips,Decm_tips
3.2.5.0.1,0,1,2,1,0,Rroot,0.0361,0.0016,37.28,-18.12566865,33.8,12,209,0.13,0.2,NA,0.1,0.04,0.0409,0.0091,0.0361,0.0861,0.05,3.65,4.1,14.965,0,44,0.082954545,12,0.006666667,NA,0.120833333,108.337,27.5,2979.2675,31.118968,108.471116,49.179802,0.285414,6.062695,108.788437,0.840726,0.1428,124.414163,0.458421,1.800632,90.123747,0.294549,0.141587,78.519247,0.024,0,,,,,
3.3.1.1.1,1,1,3,2,0,Rroot,0.0479,0.0016,40.98,-24.00999289,48.07,34,91,0.24,0.33,NA,0.14,0.03,0.056,0.0146,0.0479,0.1185,0.0706,4.208,5.7,23.9856,2,90,0.046755556,34,0.001764706,NA,0.258333333,176.539,28.4,5013.7076,18.903168,153.326916,49.106934,0.217994,4.336095,83.215837,1.233635,0.130902,147.137663,1.517121,1.392881,213.685147,0.253709,0.132611,51.815247,0.021,0,,,,,
3.3.2.1.0,1,0,3,2,0,Rroot,0.1237,0.0016,37.21,-20.86314668,28.54,20,161,0.64,0.77,NA,0.48,0.14,0.1487,0.056,0.1237,0.3284,0.2047,12.101,12.4,150.0524,3,122,0.099188525,20,0.002,NA,0.529166667,115.602,27.5,3179.055,12.908568,56.001316,49.105709,0.242967,12.150695,78.542837,1.14952,0.120479,96.103963,0.641921,1.626415,115.818247,0.320277,0.141101,96.855847,0.108,0,,,,,
3.3.3.1.0,1,0,3,1,0,Rroot,0.0521,0.0016,39.26,-21.14698744,40.18,34,239,0.31,0.27,NA,0.22,0.05,0.077,0.0164,0.0521,0.1455,0.0934,6.102,7,42.714,0,67,0.091074627,34,0.002647059,NA,0.370833333,91.654,22.2,2034.7188,9.194768,74.359716,49.275795,0.182339,5.672895,70.673337,1.149183,0.115773,91.621763,0.997721,1.664408,74.913547,0.332155,0.122346,53.081747,0.047,0,,,,,
3.3.5.1.1,1,1,3,1,0,Rroot,0.042,0.0014,41.26,-6.911003416,29.37,25,182,0.34,0.32,NA,0.28,0.09,0.0677,0.0183,0.042,0.128,0.086,6.584,8.6,56.6224,0,78,0.084410256,25,0.0016,NA,0.491666667,99.437,25.9,2575.4183,98.357568,77.899916,48.423805,0.170999,9.192495,84.735637,1.296299,0.101649,102.990263,0.774621,1.795673,88.404947,0.324062,0.161625,73.965847,0.021,0,,,,,
3.4.1.0.1,0,1,4,2,0,Rroot,0.1723,0.0014,37.24,-24.34147584,28.67,34,76,0.77,1.32,NA,0.59,0.15,0.1881,0.064,0.1723,0.4244,0.2521,16.378,11.8,193.2604,0,135,0.121318519,34,0.001764706,NA,0.55,41.022,25.2,1033.7544,19.343868,63.972916,48.057083,0.223979,9.096395,52.015537,1.102694,0.104677,94.964063,0.399421,1.790088,1268.492247,0.407739,0.202535,96.766147,0.124,1,,,,,
3.4.2.0.1,0,1,4,1,0,Rroot,0.0309,0.0015,44.02,-4.113186775,43.22,11,72,0.13,0.18,NA,0.07,0.01,0.0309,0.0139,0.0309,0.0757,0.0448,3.063,5.9,18.0717,0,42,0.072928571,11,0.001818182,NA,0.2375,135.778,28.5,3869.673,397.205668,163.613416,48.022446,0.260374,13.189995,95.693637,1.428948,0.135681,154.684263,2.408221,1.425469,214.445547,0.262348,0.190841,102.239147,0.011,0,,,,,
4.1.1.0.0,0,0,1,1,0,Rroot,0.0855,0.0014,40.88,-21.59429515,33.4,19,181,0.43,0.47,NA,0.35,0.07,0.0884,0.0188,0.0855,0.1927,0.1072,11.404,8.5,96.934,1,96,0.118791667,19,0.002631579,NA,0.441666667,153.067,28.4,4347.1028,6.090768,151.695916,50.354637,0.309131,6.116495,44.821437,1.42659,0.124585,104.043063,0.359921,1.987142,65.677847,0.495189,0.124746,63.991947,0.05,0,,,,,
4.1.3.0.0,0,0,1,2,0,Rroot,0.0531,0.0013,28.44,-17.86872503,29.78,73,1135,0.2,0.37,NA,0.17,0.02,0.0566,0.013,0.0531,0.1227,0.0696,4.703,6.2,29.1586,0,48,0.097979167,73,0.000958904,NA,0.325,190.313,35.5,6756.1115,13.433268,138.189416,50.900951,0.257935,7.437595,57.776537,0.959273,0.121364,170.746163,NA,1.386965,103.582047,0.269609,0.087887,57.671047,0.042,0,,,,,
4.1.5.0.1,0,1,1,2,0,Rroot,0.0818,0.0016,38.97,-26.75931344,28.85,42,79,0.39,0.6,NA,0.3,0.05,0.1059,0.0246,0.0818,0.2123,0.1305,9.697,7.8,75.6366,0,72,0.134680556,42,0.001428571,NA,0.291666667,184.743,36.1,6669.2223,12.742668,124.123516,49.457497,0.30995,9.104495,57.813737,1.206521,0.093598,79.255763,0.995221,1.676764,343.189547,0.340197,0.115456,79.996647,0.071,0,,,,,
4.3.1.0.0,0,0,3,2,0,Rroot,0.018,0.0014,40.78,-13.09643006,41.69,20,328,0.1,0.12,NA,0.06,0.03,0.024,0.0089,0.018,0.0509,0.0329,2.243,5.1,11.4393,0,34,0.065970588,20,0.0025,NA,0.133333333,151.287,38.3,5794.2921,24.254168,160.911916,51.226521,0.125175,21.621695,346.821437,0.610991,0.091267,185.976063,NA,1.581543,143.450547,0.215585,0.116148,64.978147,0.009,0,,,,,
4.3.2.0.0,0,0,3,1,0,Rroot,0.0173,0.0015,40.09,-25.4467047,43.52,10,30,0.09,0.07,NA,0.06,0.01,0.0232,0.0072,0.0173,0.0477,0.0304,2.107,4.5,9.4815,0,36,0.058527778,7,0.001428571,NA,0.15,87.355,32.6,2847.773,26.450568,90.552116,50.191063,0.184829,11.819895,110.515837,1.111499,0.149264,166.723663,NA,1.660222,70.091947,0.291581,0.178154,67.546647,0.012,0,,,,,
4.4.1.1.1,1,1,4,1,0,Rroot,0.0241,0.0017,32.98,-16.49665496,41.74,17,124,0.11,0.13,NA,0.1,0.01,0.0276,0.0099,0.0241,0.0616,0.0375,2.38,5.1,12.138,0,50,0.0476,17,0.001176471,NA,0.158333333,164.37,33,5424.21,NA,NA,49.254082,NA,NA,NA,NA,NA,NA,NA,1.583712,NA,NA,0.138316,NA,0,1,,,,,
4.4.2.1.0,1,0,4,1,0,Rroot,0.1252,0.0015,45.08,-15.73288152,38.72,51,130,0.53,0.75,NA,0.42,0.07,0.1285,0.0382,0.1252,0.2919,0.1667,10.998,10.5,115.479,1,119,0.092420168,51,0.001764706,NA,0.483333333,74.655,25.4,1896.237,31.687868,90.276116,49.293602,0.246715,5.223795,45.081437,1.262393,0.126185,85.652863,1.153321,1.477305,92.280047,0.312837,0.183816,77.228647,0.082,0,,,,,
4.4.3.1.1,1,1,4,2,0,Rroot,0.0725,0.0017,30.66,-26.64498819,29.45,18,78,0.26,0.52,NA,0.21,0.03,0.0674,0.0217,0.0725,0.1616,0.0891,6.834,7.6,51.9384,0,74,0.092351351,18,0.001666667,NA,0.283333333,161.543,27.5,4442.4325,16.046768,146.752616,49.043152,0.232268,63.894595,58.343137,1.094618,0.109498,88.276163,1.705821,1.601874,251.629647,0.243145,0.148472,91.646547,0.029,0,,,,,
1.2.4.0.0,0,0,2,1,1,Rroot,0.0725,0.0015,47.87,-27.68380784,37.75,NA,NA,0.43,0.44,NA,0.05,0.34,0.1248,0.0348,0.0725,0.2321,0.1596,8.94,8.1,72.414,1,97,0.092164948,33,0.002424242,NA,0.35,99.563,22.8,2270.0364,190.051668,39.502116,49.557423,0.197887,11.002695,125.806037,1.128986,0.075533,65.291863,1.788921,1.16607,120.190347,0.276316,0.106442,85.794847,0.015,0,,,,,
2.2.1.1.0,1,0,2,1,1,Rroot,0.0416,0.0014,54.82,-28.87406431,39.04,NA,NA,0.19,0.24,NA,0.16,0.01,0.0617,0.0114,0.0416,0.1147,0.0731,4.368,5.5,24.024,0,71,0.061521127,24,0.003333333,NA,0.2875,96.888,18.4,1782.7392,421.689868,165.558816,47.896355,0.32384,10.493095,345.493037,1.945645,0.109773,206.965763,3.160021,1.338531,160.061947,0.452601,0.151468,87.107647,0.003,0,,,,,
2.2.2.1.1,1,1,2,2,1,Rroot,0.1022,0.0017,44.21,-30.51247173,38.28,NA,NA,0.5,0.87,NA,0.42,0.04,0.1665,0.0341,0.1022,0.3028,0.2006,11.106,7.9,87.7374,0,90,0.1234,48,0.003333333,NA,0.341666667,87.972,18,1583.496,149.339468,47.377416,48.801704,0.21272,5.212495,77.680337,1.144049,0.091603,106.911563,0.624521,1.244673,207.804547,0.397847,0.164446,62.026547,0.073,0,,,,,
2.2.3.1.1,1,1,2,1,1,Rroot,0.061,0.0013,42.85,-27.74457132,35.46,NA,NA,0.25,0.27,NA,0.19,0.02,0.0744,0.0226,0.061,0.158,0.097,5.646,7.4,41.7804,0,80,0.070575,9,0.004444444,NA,0.354166667,139.229,24.5,3411.1105,173.256568,67.056516,48.617603,0.214798,6.232495,89.308337,0.791315,0.084016,74.703363,1.129021,1.058161,85.695147,0.243672,0.109399,68.986647,0.013,0,,,,,
2.2.4.1.1,1,1,2,2,1,Rroot,0.0279,0.0014,44.48,-25.74503375,29.55,NA,NA,0.1,0.19,NA,0.09,0.01,0.0339,0.009,0.0279,0.0708,0.0429,2.101,4.5,9.4545,0,60,0.035016667,4,0.0075,NA,0.254166667,171.909,25,4297.725,260.836768,138.279516,0.174671,0.096842,5.851795,82.374937,0.565916,0.041794,54.999163,6.389621,1.507468,195.190747,0.149216,0.179364,38.907047,0.004,0,,,,,
2.3.2.0.1,0,1,3,2,1,Rroot,0.0756,0.0013,47.7,-28.48501741,37.66,NA,NA,0.26,0.53,NA,0.2,0.03,0.042,0.0256,0.0756,0.1432,0.0676,5.367,7.4,39.7158,0,81,0.066259259,31,0.001612903,NA,0.258333333,107.158,19.2,2057.4336,203.415368,55.483716,48.512783,0.155656,4.308295,96.638237,0.891313,0.081572,214.118963,0.192621,1.237816,152.247847,0.281735,0.100739,55.669747,0.03,0,,,,,
2.4.2.0.1,0,1,4,2,1,Rroot,0.0802,0.0017,43.22,-30.04487655,36.01,NA,NA,0.38,0.52,NA,0.29,0.04,0.1141,0.0331,0.0802,0.2274,0.1472,7.504,8.3,62.2832,0,111,0.067603604,35,0.001428571,NA,0.479166667,72.874,13.4,976.5116,142.629668,67.130016,48.364994,0.176005,5.625295,63.545137,1.400498,0.075838,89.338363,0.697321,1.35313,291.501447,0.348151,0.191313,53.326447,0.045,0,,,,,
3.1.5.0.1,0,1,1,1,1,Rroot,0.132,0.0013,50.17,-28.06024392,30.01,NA,NA,0.53,0.89,NA,0.06,0.43,0.1695,0.0416,0.132,0.3431,0.2111,11.989,7.6,91.1164,3,135,0.088807407,10,0.002,NA,0.270833333,108.634,19.8,2150.9532,75.408268,50.680516,49.198803,0.337536,11.954995,76.025937,1.018199,0.167805,74.887763,0.249021,1.686459,53.903147,0.271093,0.168553,55.596947,0.096,0,,,,,
3.2.1.0.0,0,0,2,2,1,Rroot,0.0613,0.0016,43.44,-28.23397912,34.19,NA,NA,0.2,0.44,NA,0.17,0.03,0.0745,0.0178,0.0613,0.1536,0.0923,4.972,5.6,27.8432,0,66,0.075333333,22,0.005454545,NA,0.304166667,114.175,30.2,3448.085,115.652968,46.284916,48.147697,0.211059,6.293295,77.253837,1.020856,0.073763,171.237063,0.021521,1.414594,284.433347,0.377382,0.120045,58.755747,0.032,0,,,,,
3.3.2.1.1,1,1,3,1,1,Rroot,0.0465,0.0014,47.43,-27.88861722,35.8,NA,NA,0.13,0.24,NA,0.09,0.01,0.0429,0.0125,0.0465,0.1019,0.0554,3.172,5.4,17.1288,0,48,0.066083333,1,0.01,NA,0.216666667,63.638,22.2,1412.7636,450.549568,91.058416,48.699852,0.169949,5.254495,182.764837,1.108736,0.095529,163.944563,1.392221,1.327654,86.670947,0.271957,0.106291,57.469847,0.008,0,,,,,
3.3.4.1.0,1,0,3,1,1,Rroot,0.0456,0.0016,40.25,-28.19654966,41.51,NA,NA,0.12,0.27,NA,0.08,0.01,0.0443,0.0131,0.0456,0.103,0.0574,3.377,5.4,18.2358,0,43,0.078534884,4,0.0025,NA,0.204166667,119.482,29.9,3572.5118,167.497868,84.192216,48.756279,0.160723,11.125095,106.673837,0.832095,0.07804,147.878763,0.853621,1.088238,70.049247,0.198316,0.076627,61.210347,0.019,0,,,,,
4.2.2.0.0,0,0,2,2,1,Rroot,0.0754,0.0016,38.15,-28.76790011,31.6,NA,NA,0.22,0.66,NA,0.21,0.04,0.0887,0.0203,0.0754,0.1844,0.109,6.898,6.1,42.0778,0,74,0.093216216,58,0.002931034,NA,0.054166667,104.538,28.8,3010.6944,105.144368,49.260016,49.816902,0.214157,6.126695,126.422637,1.087502,0.078576,119.332863,NA,1.437891,512.990447,0.285909,0.131685,64.857747,0.035,0,,,,,
1.1.1.1.0,1,0,1,2,0,Rshoot,0.0229,0.0016,43.9,-27.27753139,47.67,33,211,0.28,0.35,NA,0.21,0.02,0.0286,0.0229,0.0641,0.1156,0.0515,7.319,9.8,71.7262,0,65,0.1126,33,0.001212121,NA,0.545833333,138.6,32.5,4504.5,134.780068,121.395716,48.611649,0.170937,14.225095,232.946137,0.984597,0.097228,157.742663,4.649221,1.401318,110.762247,0.344843,0.104171,52.044647,0.011,0,,,,,
1.1.1.1.1,1,1,1,2,0,Rshoot,0.0234,0.0014,54.01,-29.10929876,41.81,15,169,0.32,0.73,NA,0.23,0.04,0.041,0.0234,0.1027,0.1671,0.0644,8.545,9.3,79.4685,1,80,0.1068125,15,0.002666667,NA,0.479166667,147.05,20.6,3029.23,216.541368,87.125516,48.181648,0.290925,6.783295,71.112437,1.269878,0.154479,137.643363,0.891021,1.511153,30.204047,0.548741,0.104168,98.871647,0.031,0,,,,,
1.1.3.1.1,1,1,1,1,0,Rshoot,0.0155,0.0014,56.87,-29.43550649,59.35,40,132,0.23,0.35,NA,0.19,0.02,0.0623,0.0155,0.0607,0.1385,0.0778,5.341,6.7,35.7847,0,52,0.102711538,40,0.002,NA,0.241666667,84.464,22,1858.208,77.554968,76.302416,48.443096,0.301625,8.497895,54.091237,1.029348,0.142417,264.114063,1.094321,1.4423,35.996347,0.435766,0.12596,74.573547,0.029,0,,,,,
1.1.4.1.1,1,1,1,1,0,Rshoot,0.0173,0.0017,NA,-31.2717757,42.14,26,237,0.25,0.4,NA,0.24,0.06,0.0699,0.0173,0.065,0.1522,0.0872,6.721,7.5,50.4075,0,62,0.108403226,44,0.001818182,NA,0.245833333,134.165,23,3085.795,63.824968,79.452516,48.660248,0.262835,9.035295,85.587037,1.10415,0.135245,114.478863,0.889021,1.596667,51.438347,0.465996,0.115622,64.532447,0.035,0,,,,,
1.1.5.1.0,1,0,1,1,0,Rshoot,0.0203,0.0017,52.98,-28.61697616,41.42,28,311,0.29,0.45,NA,0.21,0.03,0.0569,0.0203,0.11,0.1872,0.0772,7.16,8.3,59.428,0,57,0.125614035,28,0.003571429,NA,0.4125,115.942,30.8,3571.0136,295.908368,95.224416,48.80249,0.294984,6.778995,210.054437,1.191004,0.13463,172.118863,NA,1.439515,45.719047,0.493118,0.115237,83.281847,0.029,0,,,,,
1.3.1.0.1,0,1,3,1,0,Rshoot,0.0193,NA,NA,NA,NA,11,126,0.3,0.24,NA,0.21,0.08,0.0579,0.0193,0.0363,0.1135,0.0772,4.529,8.2,37.1378,0,72,0.062902778,11,0.001818182,NA,0.5,148.641,22.2,3299.8302,100.691068,72.796916,48.155872,0.204023,5.806695,11.861537,1.386979,0.150315,61.138463,0.361821,1.737475,3.116947,0.370011,0.140366,70.117347,0.015,0,,,,,
1.3.2.0.1,0,1,3,2,0,Rshoot,0.0163,NA,NA,NA,NA,37,528,0.25,0.41,NA,0.17,0.04,0.0597,0.0163,0.0457,0.1217,0.076,5.933,5.7,33.8181,2,72,0.082402778,37,0.002702703,NA,0.25,123.563,24.6,3039.6498,100.463068,99.935916,48.938641,0.108073,4.187095,44.294337,1.054244,0.096254,129.492963,0.720621,1.417617,91.408847,0.250589,0.103161,33.716347,0.02,0,,,,,
1.3.4.0.0,0,0,3,2,0,Rshoot,0.0228,NA,NA,NA,NA,28,214,0.42,0.42,NA,0.36,0.02,0.0985,0.0228,0.065,0.1863,0.1213,7.8,9,70.2,0,84,0.092857143,22,0.002272727,NA,0.570833333,71.336,20.4,1455.2544,46.558468,77.224416,48.209389,0.160783,19.880395,70.158437,1.275297,0.108015,162.682163,0.405721,1.515211,100.847547,0.360585,0.144915,80.028147,0.033,0,,,,,
1.3.5.0.0,0,0,3,1,0,Rshoot,0.0172,0.0015,46.21,-27.93272948,34.44,11,115,0.29,0.38,NA,0.26,0.03,0.0374,0.0172,0.0524,0.107,0.0546,5.449,7,38.143,0,62,0.087887097,11,0.002727273,NA,0.3125,108.384,18.5,2005.104,10.679568,71.872516,49.449936,0.178995,17.896195,45.696937,1.186493,0.102054,76.147663,0.406221,1.661337,54.879247,0.294434,0.13233,85.819747,0.043,0,,,,,
1.4.1.0.1,0,1,4,1,0,Rshoot,0.0156,0.0014,64.59,-29.40651014,53.6,67,312,0.33,0.28,NA,0.21,0.02,0.0757,0.0156,0.0502,0.1415,0.0913,6.651,7,46.557,0,94,0.070755319,67,0.001791045,NA,0.391666667,136.351,27.6,3763.2876,85.782168,110.447816,49.095585,0.197625,5.664395,45.077737,1.452519,0.114308,90.826363,NA,1.49253,93.214047,0.379277,0.170419,68.900847,0.026,0,,,,,
2.1.3.0.0,0,0,1,2,0,Rshoot,0.0195,0.0013,45.97,-29.83660685,49.59,46,201,0.22,0.38,NA,0.17,0.04,0.0557,0.0195,0.0636,0.1388,0.0752,4.77,7.4,35.298,0,57,0.083684211,46,0.001304348,NA,0.204166667,177.868,24.7,4393.3396,18.491568,76.101816,48.837212,0.284368,14.164195,68.498637,1.052933,0.126723,169.703863,0.109221,1.300657,98.819347,0.375631,0.107766,59.697947,0.04,0,,,,,
2.1.4.0.1,0,1,1,1,0,Rshoot,0.0233,0.0015,48.99,-28.5440105,38.65,41,253,0.36,0.43,NA,0.23,0.02,0.0978,0.0233,0.0762,0.1973,0.1211,7.884,7.7,60.7068,0,75,0.10512,41,0.001463415,NA,0.345833333,145.953,20.5,2992.0365,8.210468,89.125016,49.8256,0.278655,11.844495,52.831237,1.041296,0.108718,108.033463,0.173221,1.598961,60.934447,0.393523,0.115341,78.714047,0.064,0,,,,,
2.1.5.0.1,0,1,1,2,0,Rshoot,0.0168,0.0016,40.97,-28.27156682,48.11,19,339,0.24,0.34,NA,0.17,0.03,0.0656,0.0168,0.0704,0.1528,0.0824,4.718,6.6,31.1388,0,63,0.074888889,19,0.001052632,NA,0.233333333,84.131,21.9,1842.4689,19.400668,121.177316,49.309502,0.278882,5.070995,61.137037,1.179296,0.120634,124.596763,0.209521,1.308582,146.159647,0.441168,0.120492,69.779447,0.04,0,,,,,
2.2.1.1.1,1,1,2,1,0,Rshoot,0.0144,0.0014,36.88,-27.64229538,39.56,17,157,0.18,0.32,NA,0.18,0.03,0.0559,0.0144,0.0707,0.141,0.0703,5.601,5.7,31.9257,0,59,0.094932203,17,0.000588235,NA,0.1,155.793,25.7,4003.8801,35.878568,84.558616,49.25198,0.26686,23.170495,80.101137,0.846922,0.096078,91.469763,1.234421,1.382227,68.988347,0.240107,0.163081,68.420747,0.026,0,,,,,
2.2.3.1.0,1,0,2,2,0,Rshoot,0.0236,0.0016,46.92,-31.72603088,48.16,51,212,0.37,0.65,NA,0.31,0.05,0.095,0.0236,0.097,0.2156,0.1186,8.956,8.5,76.126,0,93,0.096301075,51,0.001372549,NA,0.470833333,100.8,26.6,2681.28,8.903468,64.406116,48.916695,0.238928,21.562595,58.430737,1.367513,0.122004,128.157363,0.942621,1.595136,116.481447,0.397577,0.192139,84.920847,0.057,0,,,,,
2.2.4.1.0,1,0,2,2,0,Rshoot,0.0143,0.0015,43.1,-25.11397174,39.93,24,371,0.19,0.29,NA,0.12,0.03,0.0461,0.0143,0.0393,0.0997,0.0604,4.653,6.5,30.2445,0,54,0.086166667,24,0.00125,NA,0.3375,236.706,29.8,7053.8388,20.780368,135.812016,49.23848,0.1992,24.903695,260.989737,1.186446,0.105736,147.556463,NA,1.717064,162.386047,0.304922,0.17539,76.350947,0.026,0,,,,,
2.2.5.1.0,1,0,2,1,0,Rshoot,0.0188,0.0016,54.66,-28.36360081,43.31,17,74,0.44,0.76,NA,0.38,0.1,0.1269,0.0188,0.128,0.2737,0.1457,10.309,7.6,78.3484,0,92,0.112054348,17,0.001176471,NA,0.333333333,76.725,29.5,2263.3875,6.373468,52.476616,48.901371,0.237089,10.902895,59.272337,1.247149,0.093568,95.200963,0.356321,2.357895,34.284347,0.33877,0.201949,82.906447,0.089,0,,,,,
2.2.5.1.1,1,1,2,2,0,Rshoot,0.0393,0.0017,48.72,-22.4218198,48.03,36,85,0.63,1.01,NA,0.47,0.07,0.1385,0.0393,0.1454,0.3232,0.1778,12.523,9.6,120.2208,4,130,0.096330769,36,0.001388889,NA,0.554166667,70.86,19,1346.34,12.574168,66.295316,48.507084,0.297297,7.901895,81.782537,1.407055,0.124077,122.345863,0.504221,1.619277,112.572747,0.472851,0.163835,70.278147,0.078,0,,,,,
2.3.5.0.0,0,0,3,2,0,Rshoot,0.0123,0.0015,36.59,-28.2579564,38.12,0,2,0.19,0.22,NA,0.15,0.05,0.0474,0.0123,NA,0.0597,0.0597,4.045,5.6,22.652,3,82,0.049329268,0,NA,NA,0.366666667,91.049,22.8,2075.9172,12.123868,130.476416,48.80246,0.220237,18.532495,49.465837,1.607552,0.115775,130.938963,1.427321,1.988935,89.780847,0.378229,0.1677,89.744747,0.033,1,,,,,
2.4.1.0.1,0,1,4,2,0,Rshoot,0.0177,0.0016,49.49,-28.46015503,57.89,51,780,0.2,0.3,NA,0.13,0.04,0.0496,0.0177,0.0473,0.1146,0.0673,3.057,6.8,20.7876,0,65,0.047030769,51,0.001764706,NA,0.1625,186.894,27.4,5120.8956,37.737468,121.031616,49.435688,0.158037,10.481095,64.744137,1.06589,0.105748,165.418563,0.590321,1.403557,137.231747,0.278146,0.124886,55.560247,0.026,0,,,,,
2.4.3.0.0,0,0,4,1,0,Rshoot,0.0517,0.0014,53.34,-31.10471348,44.42,105,247,0.65,0.7,NA,0.49,0.13,0.1485,0.0517,0.0942,0.2944,0.2002,13.095,13.2,172.854,1,115,0.113869565,105,0.002095238,NA,0.716666667,113.361,20.2,2289.8922,9.243868,68.807916,48.639374,0.249118,8.774395,58.217537,1.411294,0.116981,126.353763,0.897721,1.729536,107.670647,0.423611,0.170327,64.228647,0.105,0,,,,,
3.2.3.0.0,0,0,2,1,0,Rshoot,0.0129,0.0017,42.55,-27.6703886,48.04,7,122,0.26,0.29,NA,0.24,0.06,0.063,0.0129,0.048,0.1239,0.0759,7.24,6,43.44,1,78,0.092820513,7,0.001428571,NA,0.391666667,112.31,30.7,3447.917,9.238268,110.807516,48.679676,0.197422,11.670395,51.587537,1.296465,0.092845,88.934963,NA,1.651668,72.586247,0.333678,0.157667,80.433847,0.052,0,,,,,
3.2.5.0.1,0,1,2,1,0,Rshoot,0.0091,0.0013,56.12,-23.95232405,38.06,12,209,0.13,0.2,NA,0.1,0.04,0.0409,0.0091,0.0361,0.0861,0.05,3.65,4.1,14.965,0,44,0.082954545,12,0.006666667,NA,0.120833333,108.337,27.5,2979.2675,31.118968,108.471116,49.179802,0.285414,6.062695,108.788437,0.840726,0.1428,124.414163,0.458421,1.800632,90.123747,0.294549,0.141587,78.519247,0.024,0,,,,,
3.3.1.1.1,1,1,3,2,0,Rshoot,0.0146,0.0014,57.39,-27.35802504,62.13,34,91,0.24,0.33,NA,0.14,0.03,0.056,0.0146,0.0479,0.1185,0.0706,4.208,5.7,23.9856,2,90,0.046755556,34,0.001764706,NA,0.258333333,176.539,28.4,5013.7076,18.903168,153.326916,49.106934,0.217994,4.336095,83.215837,1.233635,0.130902,147.137663,1.517121,1.392881,213.685147,0.253709,0.132611,51.815247,0.021,0,,,,,
3.3.2.1.0,1,0,3,2,0,Rshoot,0.056,0.0016,48.47,-26.2969906,44.13,20,161,0.64,0.77,NA,0.48,0.14,0.1487,0.056,0.1237,0.3284,0.2047,12.101,12.4,150.0524,3,122,0.099188525,20,0.002,NA,0.529166667,115.602,27.5,3179.055,12.908568,56.001316,49.105709,0.242967,12.150695,78.542837,1.14952,0.120479,96.103963,0.641921,1.626415,115.818247,0.320277,0.141101,96.855847,0.108,0,,,,,
3.3.3.1.0,1,0,3,1,0,Rshoot,0.0164,0.0017,47.67,-29.46358092,48.9,34,239,0.31,0.27,NA,0.22,0.05,0.077,0.0164,0.0521,0.1455,0.0934,6.102,7,42.714,0,67,0.091074627,34,0.002647059,NA,0.370833333,91.654,22.2,2034.7188,9.194768,74.359716,49.275795,0.182339,5.672895,70.673337,1.149183,0.115773,91.621763,0.997721,1.664408,74.913547,0.332155,0.122346,53.081747,0.047,0,,,,,
3.3.5.1.1,1,1,3,1,0,Rshoot,0.0183,0.0017,45.04,-27.46531287,39.13,25,182,0.34,0.32,NA,0.28,0.09,0.0677,0.0183,0.042,0.128,0.086,6.584,8.6,56.6224,0,78,0.084410256,25,0.0016,NA,0.491666667,99.437,25.9,2575.4183,98.357568,77.899916,48.423805,0.170999,9.192495,84.735637,1.296299,0.101649,102.990263,0.774621,1.795673,88.404947,0.324062,0.161625,73.965847,0.021,0,,,,,
3.4.1.0.1,0,1,4,2,0,Rshoot,0.064,0.0015,41.35,-28.22072706,31.83,34,76,0.77,1.32,NA,0.59,0.15,0.1881,0.064,0.1723,0.4244,0.2521,16.378,11.8,193.2604,0,135,0.121318519,34,0.001764706,NA,0.55,41.022,25.2,1033.7544,19.343868,63.972916,48.057083,0.223979,9.096395,52.015537,1.102694,0.104677,94.964063,0.399421,1.790088,1268.492247,0.407739,0.202535,96.766147,0.124,1,,,,,
3.4.2.0.1,0,1,4,1,0,Rshoot,0.0139,0.0013,45.92,-27.43876985,66.52,11,72,0.13,0.18,NA,0.07,0.01,0.0309,0.0139,0.0309,0.0757,0.0448,3.063,5.9,18.0717,0,42,0.072928571,11,0.001818182,NA,0.2375,135.778,28.5,3869.673,397.205668,163.613416,48.022446,0.260374,13.189995,95.693637,1.428948,0.135681,154.684263,2.408221,1.425469,214.445547,0.262348,0.190841,102.239147,0.011,0,,,,,
4.1.1.0.0,0,0,1,1,0,Rshoot,0.0188,0.0016,36.93,-30.71018946,42.83,19,181,0.43,0.47,NA,0.35,0.07,0.0884,0.0188,0.0855,0.1927,0.1072,11.404,8.5,96.934,1,96,0.118791667,19,0.002631579,NA,0.441666667,153.067,28.4,4347.1028,6.090768,151.695916,50.354637,0.309131,6.116495,44.821437,1.42659,0.124585,104.043063,0.359921,1.987142,65.677847,0.495189,0.124746,63.991947,0.05,0,,,,,
4.1.3.0.0,0,0,1,2,0,Rshoot,0.013,0.0015,41.78,-27.57120664,38.79,73,1135,0.2,0.37,NA,0.17,0.02,0.0566,0.013,0.0531,0.1227,0.0696,4.703,6.2,29.1586,0,48,0.097979167,73,0.000958904,NA,0.325,190.313,35.5,6756.1115,13.433268,138.189416,50.900951,0.257935,7.437595,57.776537,0.959273,0.121364,170.746163,NA,1.386965,103.582047,0.269609,0.087887,57.671047,0.042,0,,,,,
